municipio_id,municipio,latitude,longitude,acidentes,acidentes_mes,d_max
TOLEDO 01,TOLEDO,-24.8,-53.7,101,2.062565967444948,80
TOLEDO 02,TOLEDO,-24.7,-53.8,50,1.022444267245126,160
TOLEDO 03,TOLEDO,-24.7,-53.7,55,1.1254448192969535,80
TOLEDO 04,TOLEDO,-24.6,-53.9,35,0.7329459182738844,160
TOLEDO 05,TOLEDO,-24.6,-53.8,1,0.031171369885022,160
TUNAS DO PARANA 01,TUNAS DO PARANA,-25.0,-49.1,12,0.2519892423738702,160
TUNAS DO PARANA 02,TUNAS DO PARANA,-24.9,-49.1,7,0.1585918393076712,160
TUNEIRAS DO OESTE 01,TUNEIRAS DO OESTE,-23.9,-52.9,17,0.3533282204465112,160
TUNEIRAS DO OESTE 02,TUNEIRAS DO OESTE,-23.9,-52.8,10,0.2675917729500373,160
TUNEIRAS DO OESTE 03,TUNEIRAS DO OESTE,-23.9,-52.7,13,0.2827418528613518,160
TUNEIRAS DO OESTE 04,TUNEIRAS DO OESTE,-23.8,-52.9,2,0.0442577562856165,160
UBIRATA 01,UBIRATA,-24.6,-53.1,22,0.4520012032237283,160
UBIRATA 02,UBIRATA,-24.6,-53.0,26,0.5528422271502541,160
UBIRATA 03,UBIRATA,-24.5,-53.0,4,0.094860528298285,160
UBIRATA 04,UBIRATA,-24.5,-52.9,42,0.8582765550235218,160
UNIAO DA VITORIA 01,UNIAO DA VITORIA,-26.2,-51.1,60,1.2277579846875857,80
UNIAO DA VITORIA 02,UNIAO DA VITORIA,-26.2,-51.0,59,1.213003847259614,80
UNIAO DA VITORIA 03,UNIAO DA VITORIA,-26.1,-51.1,1,0.7918665344151937,160
URAI 01,URAI,-23.3,-50.8,46,0.9613161229524624,160
URAI 02,URAI,-23.2,-50.8,2,0.0465596092354363,160
VENTANIA 01,VENTANIA,-24.3,-50.3,4,0.0894914730975665,160
VENTANIA 02,VENTANIA,-24.3,-50.2,1,0.0433921798023521,160
VENTANIA 03,VENTANIA,-24.2,-50.2,37,0.7679596675445031,160
VENTANIA 04,VENTANIA,-24.1,-50.3,11,0.2250889638593906,160
VENTANIA 05,VENTANIA,-24.1,-50.2,23,0.5052905243337051,160
VENTANIA 06,VENTANIA,-24.0,-50.3,13,0.2847767913169859,160
VENTANIA 07,VENTANIA,-24.0,-50.2,19,0.4000870843979264,160
VIRMOND 01,VIRMOND,-25.4,-52.2,52,1.063342037934931,80
